"Year","Area_type","Area_code","Area_description","Maori_ethnic_group_indicator_summary_code","Maori_ethnic_group_indicator_summary_description","Median_total_personal_income_$"
"2018","Statistical Area 2","235900","Waiopehu","00","No 'Maori' response given","22400"
"2018","Statistical Area 2","235900","Waiopehu","20","Maori","24100"
"2018","Statistical Area 2","235900","Waiopehu","Total","Total","22700"
"2018","Statistical Area 2","236000","Makahika","00","No 'Maori' response given","31300"
"2018","Statistical Area 2","236000","Makahika","20","Maori","21000"
"2018","Statistical Area 2","236000","Makahika","Total","Total","30000"
"2018","Statistical Area 2","236100","Kimberley","00","No 'Maori' response given","29700"
"2018","Statistical Area 2","236100","Kimberley","20","Maori","28300"
"2018","Statistical Area 2","236100","Kimberley","Total","Total","29500"
"2018","Statistical Area 2","236200","Kapiti Island","00","No 'Maori' response given","C"
"2018","Statistical Area 2","236200","Kapiti Island","20","Maori","C"
"2018","Statistical Area 2","236200","Kapiti Island","Total","Total","C"
"2018","Statistical Area 2","236300","Otaki Beach","00","No 'Maori' response given","25100"
"2018","Statistical Area 2","236300","Otaki Beach","20","Maori","28000"
"2018","Statistical Area 2","236300","Otaki Beach","Total","Total","25600"
"2018","Statistical Area 2","236400","Forest Lakes (Kapiti Coast District)","00","No 'Maori' response given","30500"
"2018","Statistical Area 2","236400","Forest Lakes (Kapiti Coast District)","20","Maori","23600"
"2018","Statistical Area 2","236400","Forest Lakes (Kapiti Coast District)","Total","Total","30000"
"2018","Statistical Area 2","236500","Otaki","00","No 'Maori' response given","23100"
"2018","Statistical Area 2","236500","Otaki","20","Maori","23500"
"2018","Statistical Area 2","236500","Otaki","Total","Total","23200"
"2018","Statistical Area 2","236600","Te Horo","00","No 'Maori' response given","37100"
"2018","Statistical Area 2","236600","Te Horo","20","Maori","37200"
"2018","Statistical Area 2","236600","Te Horo","Total","Total","37000"
"2018","Statistical Area 2","236700","Waitohu","00","No 'Maori' response given","27800"
"2018","Statistical Area 2","236700","Waitohu","20","Maori","22400"
"2018","Statistical Area 2","236700","Waitohu","Total","Total","26600"
"2018","Statistical Area 2","236800","Waikanae Beach","00","No 'Maori' response given","36600"
"2018","Statistical Area 2","236800","Waikanae Beach","20","Maori","32000"
"2018","Statistical Area 2","236800","Waikanae Beach","Total","Total","36200"
"2018","Statistical Area 2","236900","Peka Peka","00","No 'Maori' response given","42300"
"2018","Statistical Area 2","236900","Peka Peka","20","Maori","48900"
"2018","Statistical Area 2","236900","Peka Peka","Total","Total","42500"
"2018","Statistical Area 2","237000","Paraparaumu Beach North","00","No 'Maori' response given","32900"
"2018","Statistical Area 2","237000","Paraparaumu Beach North","20","Maori","27500"
"2018","Statistical Area 2","237000","Paraparaumu Beach North","Total","Total","32300"
"2018","Statistical Area 2","237100","Paraparaumu Beach West","00","No 'Maori' response given","31400"
"2018","Statistical Area 2","237100","Paraparaumu Beach West","20","Maori","30700"
"2018","Statistical Area 2","237100","Paraparaumu Beach West","Total","Total","31400"
"2018","Statistical Area 2","237200","Waikanae Park","00","No 'Maori' response given","30500"
"2018","Statistical Area 2","237200","Waikanae Park","20","Maori","26500"
"2018","Statistical Area 2","237200","Waikanae Park","Total","Total","30300"
"2018","Statistical Area 2","237300","Paraparaumu Beach East","00","No 'Maori' response given","27800"
"2018","Statistical Area 2","237300","Paraparaumu Beach East","20","Maori","30800"
"2018","Statistical Area 2","237300","Paraparaumu Beach East","Total","Total","27900"
"2018","Statistical Area 2","237400","Otaihanga","00","No 'Maori' response given","39200"
"2018","Statistical Area 2","237400","Otaihanga","20","Maori","27500"
"2018","Statistical Area 2","237400","Otaihanga","Total","Total","37800"
"2018","Statistical Area 2","237500","Paraparaumu North","00","No 'Maori' response given","29200"
"2018","Statistical Area 2","237500","Paraparaumu North","20","Maori","31000"
"2018","Statistical Area 2","237500","Paraparaumu North","Total","Total","29300"
"2018","Statistical Area 2","237600","Waikanae West","00","No 'Maori' response given","26700"
"2018","Statistical Area 2","237600","Waikanae West","20","Maori","24600"
"2018","Statistical Area 2","237600","Waikanae West","Total","Total","26600"
"2018","Statistical Area 2","237700","Otaki Forks","00","No 'Maori' response given","35700"
"2018","Statistical Area 2","237700","Otaki Forks","20","Maori","24200"
"2018","Statistical Area 2","237700","Otaki Forks","Total","Total","34500"
"2018","Statistical Area 2","237800","Paraparaumu Central","00","No 'Maori' response given","26700"
"2018","Statistical Area 2","237800","Paraparaumu Central","20","Maori","24300"
"2018","Statistical Area 2","237800","Paraparaumu Central","Total","Total","26300"
"2018","Statistical Area 2","237900","Maungakotukutuku","00","No 'Maori' response given","35900"
"2018","Statistical Area 2","237900","Maungakotukutuku","20","Maori","28000"
"2018","Statistical Area 2","237900","Maungakotukutuku","Total","Total","35700"
"2018","Statistical Area 2","238000","Raumati Beach West","00","No 'Maori' response given","37600"
"2018","Statistical Area 2","238000","Raumati Beach West","20","Maori","27800"
"2018","Statistical Area 2","238000","Raumati Beach West","Total","Total","36800"
"2018","Statistical Area 2","238100","Waikanae East","00","No 'Maori' response given","29800"
"2018","Statistical Area 2","238100","Waikanae East","20","Maori","39500"
"2018","Statistical Area 2","238100","Waikanae East","Total","Total","30200"
"2018","Statistical Area 2","238200","Tararua Forest Park","00","No 'Maori' response given","C"
"2018","Statistical Area 2","238200","Tararua Forest Park","20","Maori","C"
"2018","Statistical Area 2","238200","Tararua Forest Park","Total","Total","C"
"2018","Statistical Area 2","238300","Raumati Beach East","00","No 'Maori' response given","27500"
"2018","Statistical Area 2","238300","Raumati Beach East","20","Maori","22300"
"2018","Statistical Area 2","238300","Raumati Beach East","Total","Total","27100"
"2018","Statistical Area 2","238400","Paraparaumu East","00","No 'Maori' response given","27000"
"2018","Statistical Area 2","238400","Paraparaumu East","20","Maori","20300"
"2018","Statistical Area 2","238400","Paraparaumu East","Total","Total","25700"
"2018","Statistical Area 2","238500","Raumati South","00","No 'Maori' response given","38000"
"2018","Statistical Area 2","238500","Raumati South","20","Maori","28300"
"2018","Statistical Area 2","238500","Raumati South","Total","Total","36900"
"2018","Statistical Area 2","238600","Paekakariki","00","No 'Maori' response given","37200"
"2018","Statistical Area 2","238600","Paekakariki","20","Maori","29000"
"2018","Statistical Area 2","238600","Paekakariki","Total","Total","35800"
"2018","Statistical Area 2","238700","Mana Island","00","No 'Maori' response given","C"
"2018","Statistical Area 2","238700","Mana Island","20","Maori","C"
"2018","Statistical Area 2","238700","Mana Island","Total","Total","C"
"2018","Statistical Area 2","238800","Pukerua Bay","00","No 'Maori' response given","45900"
"2018","Statistical Area 2","238800","Pukerua Bay","20","Maori","34900"
"2018","Statistical Area 2","238800","Pukerua Bay","Total","Total","44800"
"2018","Statistical Area 2","238900","Paekakariki Hill","00","No 'Maori' response given","45600"
"2018","Statistical Area 2","238900","Paekakariki Hill","20","Maori","57300"
"2018","Statistical Area 2","238900","Paekakariki Hill","Total","Total","47500"
"2018","Statistical Area 2","239000","Plimmerton","00","No 'Maori' response given","49400"
"2018","Statistical Area 2","239000","Plimmerton","20","Maori","36300"
"2018","Statistical Area 2","239000","Plimmerton","Total","Total","47500"
"2018","Statistical Area 2","239100","Titahi Bay North","00","No 'Maori' response given","37100"
"2018","Statistical Area 2","239100","Titahi Bay North","20","Maori","27700"
"2018","Statistical Area 2","239100","Titahi Bay North","Total","Total","35300"
"2018","Statistical Area 2","239200","Titahi Bay South","00","No 'Maori' response given","32600"
"2018","Statistical Area 2","239200","Titahi Bay South","20","Maori","27300"
"2018","Statistical Area 2","239200","Titahi Bay South","Total","Total","30900"
"2018","Statistical Area 2","239300","Elsdon-Takapuwahia","00","No 'Maori' response given","28600"
"2018","Statistical Area 2","239300","Elsdon-Takapuwahia","20","Maori","23500"
"2018","Statistical Area 2","239300","Elsdon-Takapuwahia","Total","Total","25700"
"2018","Statistical Area 2","239400","Pauatahanui","00","No 'Maori' response given","51500"
"2018","Statistical Area 2","239400","Pauatahanui","20","Maori","62900"
"2018","Statistical Area 2","239400","Pauatahanui","Total","Total","52400"
"2018","Statistical Area 2","239500","Onepoto","00","No 'Maori' response given","38800"
"2018","Statistical Area 2","239500","Onepoto","20","Maori","32300"
"2018","Statistical Area 2","239500","Onepoto","Total","Total","36800"
"2018","Statistical Area 2","239600","Camborne","00","No 'Maori' response given","52100"
"2018","Statistical Area 2","239600","Camborne","20","Maori","45400"
"2018","Statistical Area 2","239600","Camborne","Total","Total","51400"
"2018","Statistical Area 2","239700","Inlet Porirua Harbour","00","No 'Maori' response given","C"
"2018","Statistical Area 2","239700","Inlet Porirua Harbour","20","Maori","C"
"2018","Statistical Area 2","239700","Inlet Porirua Harbour","Total","Total","C"
"2018","Statistical Area 2","239800","Paremata","00","No 'Maori' response given","49200"
"2018","Statistical Area 2","239800","Paremata","20","Maori","36100"
"2018","Statistical Area 2","239800","Paremata","Total","Total","47900"
"2018","Statistical Area 2","239900","Porirua Central","00","No 'Maori' response given","17100"
"2018","Statistical Area 2","239900","Porirua Central","20","Maori","4300"
"2018","Statistical Area 2","239900","Porirua Central","Total","Total","12900"
"2018","Statistical Area 2","240000","Papakowhai","00","No 'Maori' response given","44000"
"2018","Statistical Area 2","240000","Papakowhai","20","Maori","39500"
"2018","Statistical Area 2","240000","Papakowhai","Total","Total","43400"
"2018","Statistical Area 2","240100","Aotea","00","No 'Maori' response given","52600"
"2018","Statistical Area 2","240100","Aotea","20","Maori","49900"
"2018","Statistical Area 2","240100","Aotea","Total","Total","52400"
"2018","Statistical Area 2","240200","Postgate","00","No 'Maori' response given","48600"
"2018","Statistical Area 2","240200","Postgate","20","Maori","41900"
"2018","Statistical Area 2","240200","Postgate","Total","Total","47600"
"2018","Statistical Area 2","240300","Ascot Park","00","No 'Maori' response given","31500"
"2018","Statistical Area 2","240300","Ascot Park","20","Maori","27900"
"2018","Statistical Area 2","240300","Ascot Park","Total","Total","30500"
"2018","Statistical Area 2","240400","Whitby","00","No 'Maori' response given","45000"
"2018","Statistical Area 2","240400","Whitby","20","Maori","44000"
"2018","Statistical Area 2","240400","Whitby","Total","Total","44900"
"2018","Statistical Area 2","240500","Porirua East","00","No 'Maori' response given","25000"
"2018","Statistical Area 2","240500","Porirua East","20","Maori","20100"
"2018","Statistical Area 2","240500","Porirua East","Total","Total","23800"
"2018","Statistical Area 2","240600","Endeavour","00","No 'Maori' response given","54900"
"2018","Statistical Area 2","240600","Endeavour","20","Maori","47600"
"2018","Statistical Area 2","240600","Endeavour","Total","Total","54500"
"2018","Statistical Area 2","240700","Cannons Creek North","00","No 'Maori' response given","21200"
"2018","Statistical Area 2","240700","Cannons Creek North","20","Maori","17900"
"2018","Statistical Area 2","240700","Cannons Creek North","Total","Total","20000"
"2018","Statistical Area 2","240800","Waitangirua","00","No 'Maori' response given","19200"
"2018","Statistical Area 2","240800","Waitangirua","20","Maori","19700"
"2018","Statistical Area 2","240800","Waitangirua","Total","Total","19400"
"2018","Statistical Area 2","240900","Ranui Heights","00","No 'Maori' response given","36600"
"2018","Statistical Area 2","240900","Ranui Heights","20","Maori","38500"
"2018","Statistical Area 2","240900","Ranui Heights","Total","Total","36900"
"2018","Statistical Area 2","241000","Cannons Creek East","00","No 'Maori' response given","20200"
